	aBufBuf1_r1_k7	aBufBuf1_r2_k7	aDenEbr1_r1_k7	aDenEbr1_r2_k7	aRanTem1_r1_k7	aRanTem1_r2_k7	aRanTem1_r3_k7	aRanTem1_r4_k7	bAquChr1_r_k7	bBalReg1_r_k7	bCarCri1_r1_k7	bCarCri1_r2_k7	bCarCri1_r3_k7	bCicMag1_r1_k7	bCicMag1_r2_k7	bCicMag1_r3_k7	bCucCan1_r_k7	bFalNau1_r1_k7	bFalNau1_r2_k7	bFalRus1_r_k7	bMerNub1_r1_k7	bMerNub1_r2_k7	bMerNub1_r3_k7	bNycGra1_r1_k7	bNycGra1_r2_k7	bNycGra1_r3_k7	bPluApr1_r_k7	bPogPus1_r1_k7	bPogPus1_r2_k7	bStrHab1_r_k7	fAciRut3_r_k7	fAnaTes1_r_k7	fAntMac1_r1_k7	fAntMac1_r2_k7	fArcCen1_r_k7	fCycLum1_r_k7	fDenClu1_r_k7	fEleEle1_r1_k7	fEleEle1_r2_k7	fEsoLuc1_r_k7	fHipHip1_r_k7	fMegCyp1_r_k7	fParRan2_r_k7	fSebUmb1_r_k7	kPetMar1_r_k7	mLemCat1_r_k7	mLutLut1_r_k7	mLynCan4_r1_k7	mLynCan4_r2_k7	mMusErm1_r_k7	mMyoMyo1_r1_k7	mMyoMyo1_r2_k7	mOrnAna1_r_k7	mPhyDis1_r_k7	mPipKuh1_r1_k7	mPipKuh1_r2_k7	mPipPip1_r1_k7	mPipPip1_r2_k7	mRhiFer1_r1_k7	mTamTet1_r_k7	mTriVul1_r1_k7	mTriVul1_r2_k7	mZalCal1_r_k7	rDerCor1_r_k7	rGopEvg1_r_k7	rGopFla2_r_k7	rLacAgi1_r1_k7	rLacAgi1_r2_k7
fAciRut3_r_k7	.08716026241799437675	0	.02091112770724421209	.02085505735140771637	.11518987341772151898	.11230388109000825763	.11679644048943270300	.03985317252228631358	0	0	.00610221205186880244	0	.04658385093167701863	0	0	0	.00891326705519369214	0	0	.01635846372688477951	0	0	0	.01178278688524590163	.01056105610561056105	0	0	0	0	.03742038216560509554	1	.04595185995623632385	.09820877084620135886	.01664532650448143405	.05517241379310344827	.00803212851405622489	.06040268456375838926	.04435483870967741935	.06678082191780821917	0	0	.04102564102564102564	.00739644970414201183	.06094182825484764542	0	0	.01204819277108433734	.06529209621993127147	.00843170320404721753	0	.21084337349397590361	0	0	.05777777777777777777	.09723756906077348066	0	.13258110014104372355	0	.04498977505112474437	.02016129032258064516	0	.18061674008810572687	0	0	.04103967168262653898	0	.03611738148984198645	.03611738148984198645
fAnaTes1_r_k7	.03822314049586776859	.03696498054474708171	.00806451612903225806	.00697674418604651162	.00723589001447178002	.00449640287769784172	.00625000000000000000	.01548672566371681415	0	0	.00825082508250825082	.00764655904842820730	.05688073394495412844	0	0	0	.01312987934705464868	.05698778833107191316	0	.01530221882172915072	.02432432432432432432	.02710027100271002710	0	.04101457096600107933	.04237288135593220338	0	0	0	0	.01642178046672428694	.04595185995623632385	1	0	.04252199413489736070	.05059523809523809523	.02160493827160493827	.05432595573440643863	.06511627906976744186	.09484536082474226804	.15752461322081575246	.01717171717171717171	.02397260273972602739	0	.02825278810408921933	0	0	0	.02898550724637681159	0	0	.09028727770177838577	0	0	0	.05334987593052109181	0	.04590163934426229508	0	0	0	.07317073170731707317	.06013745704467353951	0	0	.08544303797468354430	.10714285714285714285	0	0
fAntMac1_r1_k7	.08638497652582159624	0	.00749375520399666944	.17903066271018793273	.04695089044792228818	.05452946350043975373	.04994903160040774719	.16599326599326599326	0	0	0	0	0	0	0	0	.02864321608040201005	0	0	0	.00391644908616187989	.00391900718484650555	0	0	0	0	0	0	0	0	.09820877084620135886	0	1	0	.07276368491321762349	0	.13261000602772754671	.16436081903707802988	.16575591985428051001	.25734116390816871329	0	.20363101079489695780	.23749281196089706728	.12883925009972078181	0	0	.02114029468289557975	.15197568389057750759	.03260869565217391304	.00652741514360313315	.16376122556788166930	0	0	0	.29522357723577235772	0	.34762979683972911963	0	0	.01796023091725465041	.16857506361323155216	.25630733944954128440	.03349282296650717703	.34265734265734265734	.60869565217391304347	.18723994452149791955	0	0
fAntMac1_r2_k7	.20433436532507739938	.01431980906921241050	.05434782608695652173	.11570945945945945945	.05221674876847290640	.06058495821727019498	.05427046263345195729	.04878048780487804878	.01477199743095696852	.00473372781065088757	.03580729166666666666	.02798134576948700866	.02186421173762945914	.02702702702702702702	.02546523016650342801	0	.05028644175684277530	.01885014137606032045	0	.02084610668301655426	.02881844380403458213	.02886002886002886002	0	0	0	0	0	.00601322910402886349	0	.02903443619176232275	.01664532650448143405	.04252199413489736070	0	1	0	.09156378600823045267	.20584652862362971985	.30753353973168214654	.01730531520395550061	.05990338164251207729	0	.17583333333333333333	.08324084350721420643	.08747753145596165368	.04113475177304964539	0	0	.05824039653035935563	.00244498777506112469	.05619596541786743515	.09952606635071090047	0	.09103641456582633053	0	.20000000000000000000	0	.16488222698072805139	0	0	.04160887656033287101	0	.14128035320088300220	0	.00272108843537414965	0	0	.02095808383233532934	.02095808383233532934
fArcCen1_r_k7	.07188160676532769556	.01422764227642276422	.01313628899835796387	.02983293556085918854	.09715994020926756352	.10366972477064220183	.10025706940874035989	.02575587905935050391	0	0	.00420168067226890756	0	.06692160611854684512	.02746566791510611735	.02962962962962962962	0	.00786838340486409155	0	0	.01789883268482490272	.02873563218390804597	.02881844380403458213	0	0	0	0	0	0	0	.04493392070484581497	.05517241379310344827	.05059523809523809523	.07276368491321762349	0	1	.02555910543130990415	.15368421052631578947	.02247191011235955056	.08855291576673866090	.17706821480406386066	0	.08548009367681498829	.16576576576576576576	.02947845804988662131	.07520891364902506963	0	0	.04772234273318872017	0	0	.05359661495063469675	0	.02717391304347826086	0	.03571428571428571428	0	.07142857142857142857	0	0	.14666666666666666666	.48195876288659793814	.15892857142857142857	0	.19023136246786632390	.25901639344262295081	.15503875968992248062	0	0
fCycLum1_r_k7	.09697933227344992050	.09328358208955223880	.13921568627450980392	.02782608695652173913	0	0	0	.04909437559580552907	.03676953381483913328	.00493218249075215782	.18308921438082556591	.16905248807089297886	.03353293413173652694	.00359389038634321653	.00303951367781155015	0	.00900900900900900900	.09055501460564751703	.06763925729442970822	.04257983719474013775	.02727272727272727272	.02427921092564491654	0	.02053196453569762015	.01992966002344665885	0	0	.02823818293431553100	.02288135593220338983	.12715964063579820317	.00803212851405622489	.02160493827160493827	0	.09156378600823045267	.02555910543130990415	1	.02287166454891994917	.00213903743315508021	.02967741935483870967	0	.02968750000000000000	.01972555746140651801	.04382929642445213379	.09908256880733944954	.08792846497764530551	0	0	.01811125485122897800	0	0	.00391772771792360430	0	.10294117647058823529	0	.01642335766423357664	0	.03666666666666666666	0	0	.06695778748180494905	0	.07798165137614678899	0	.06419400855920114122	.06290672451193058568	.02280701754385964912	.05047318611987381703	.05047318611987381703
fDenClu1_r_k7	.18337850045167118337	.05053598774885145482	.02175489485134155184	.37737737737737737737	.04578313253012048192	.04556354916067146282	.04259850905218317358	.06985105290190035952	.03571428571428571428	0	.04293116210214655810	.03799392097264437689	0	.03742203742203742203	.03827751196172248803	0	.02130537707135610415	.03082191780821917808	0	.04771784232365145228	.01964636542239685658	.01968503937007874015	0	0	0	0	0	0	0	.02932098765432098765	.06040268456375838926	.05432595573440643863	.13261000602772754671	.20584652862362971985	.15368421052631578947	.02287166454891994917	1	.43622448979591836734	.08493589743589743589	.46588235294117647058	.04428697962798937112	.60886699507389162561	.20391061452513966480	.08625336927223719676	0	0	.00743494423791821561	.16881028938906752411	.00315955766192733017	.11001964636542239685	.30574712643678160919	0	0	0	.26031746031746031746	0	.29906542056074766355	0	0	.01119402985074626865	.15300546448087431693	.28155339805825242718	0	.20909090909090909090	.35278858625162127107	.21002386634844868735	0	0
fEleEle1_r1_k7	.12669322709163346613	.03121098626716604244	.04911591355599214145	.31473408892763731473	.09713701431492842535	.13080771979985704074	.12235510579576816927	.10405727923627684964	0	0	.00933955970647098065	0	0	.01981981981981981981	.02032520325203252032	0	.04283413848631239935	0	.01331557922769640479	.01693851944792973651	.03805175038051750380	.03810975609756097560	0	0	0	0	0	.01722017220172201722	.01359388275276125743	.05817174515235457063	.04435483870967741935	.06511627906976744186	.16436081903707802988	.30753353973168214654	.02247191011235955056	.00213903743315508021	.43622448979591836734	1	.19818652849740932642	.22945891783567134268	.07047768206734534064	.35425623387790197764	.21527777777777777777	.13541666666666666666	.04191616766467065868	0	0	.26493506493506493506	0	.08066971080669710806	.24656188605108055009	0	0	0	.24519670631290027447	0	.30211817168338907469	0	0	0	0	.19102416570771001150	0	.16618911174785100286	.21980413492927094668	.12698412698412698412	.00792393026941362916	.00792393026941362916
fEleEle1_r2_k7	.03744292237442922374	.06084243369734789391	.05852231163130943672	.06585612968591691995	.11124694376528117359	.12187247780468119451	.11974110032362459546	.06511627906976744186	.04632352941176470588	0	.01568334578043315907	.01687116564417177914	0	.06210526315789473684	.06310679611650485436	0	.01833616298811544991	.28009259259259259259	0	.09274755927475592747	.10663983903420523138	.10685483870967741935	0	.03585858585858585858	.03564484769928710304	0	0	.07435197817189631650	.06981317600786627335	.05062305295950155763	.06678082191780821917	.09484536082474226804	.16575591985428051001	.01730531520395550061	.08855291576673866090	.02967741935483870967	.08493589743589743589	.19818652849740932642	1	.48448687350835322195	.02417188898836168307	.13160518444666001994	.24857954545454545454	.07269021739130434782	.04724409448818897637	0	0	.10163934426229508196	.01127214170692431561	.03822937625754527162	.08857808857808857808	0	.00967117988394584139	0	.07181136120042872454	0	.12075983717774762550	0	0	.05152671755725190839	.15083798882681564245	.14809590973201692524	0	.38661710037174721189	.40316205533596837944	.22358722358722358722	0	0
fEsoLuc1_r_k7	.09462528387585162755	0	0	.19291014014839241549	.06130268199233716475	.05187713310580204778	.05897658282740676496	.07774178621008792225	0	0	0	0	0	.00340136054421768707	.00285714285714285714	0	.01671397035635446231	0	0	.03192771084337349397	.08298755186721991701	.08310249307479224376	0	0	0	0	0	0	0	0	0	.15752461322081575246	.25734116390816871329	.05990338164251207729	.17706821480406386066	0	.46588235294117647058	.22945891783567134268	.48448687350835322195	1	.09679821295606850335	.28397070789259560618	.52473118279569892473	.14487632508833922261	0	0	0	.29545454545454545454	0	0	.11531365313653136531	0	.00269179004037685060	0	.09232096635030198446	0	.15784008307372793354	0	0	0	.10222804718217562254	.69625668449197860962	0	.71204188481675392670	.79695431472081218274	.87835703001579778830	0	0
fHipHip1_r_k7	.00875000000000000000	.04275741710296684118	.03846153846153846153	.04222520107238605898	.05820105820105820105	.07282110091743119266	.06215083798882681564	0	.01876675603217158176	.01300954032957502168	.01572668112798264642	0	0	.01099656357388316151	.01128668171557562076	.06103896103896103896	.00840579710144927536	0	.01551094890510948905	.02372356884992264053	.01596806387225548902	.01598401598401598401	.04418828049951969260	.06961770623742454728	.07080078125000000000	0	.03857957036387549320	.02080162354134956874	.01248357424441524310	.09614309670206819452	0	.01717171717171717171	0	0	0	.02968750000000000000	.04428697962798937112	.07047768206734534064	.02417188898836168307	.09679821295606850335	1	.02055702917771883289	0	.07637835103692463328	.01974333662388943731	0	0	0	0	0	.02787967718268525311	0	.04500978473581213307	0	.01460361613351877607	0	.02898550724637681159	0	0	.03109815354713313896	.03646833013435700575	.05354200988467874794	0	0	.05775316455696202531	.05263157894736842105	0	0
fMegCyp1_r_k7	.19784656796769851951	0	.03697383390216154721	.36357039187227866473	.05541770057899090157	.02576687116564417177	.02503793626707132018	.13456577815993121238	.06396344945745288406	0	0	0	0	.02013422818791946308	.02057613168724279835	0	.03387290167865707434	0	0	.01095890410958904109	.04504504504504504504	.04509582863585118376	0	0	0	0	0	0	0	0	.04102564102564102564	.02397260273972602739	.20363101079489695780	.17583333333333333333	.08548009367681498829	.01972555746140651801	.60886699507389162561	.35425623387790197764	.13160518444666001994	.28397070789259560618	.02055702917771883289	1	.21095890410958904109	.03542673107890499194	0	0	0	.29170829170829170829	0	.04617117117117117117	.32906325060048038430	0	0	0	.28247734138972809667	0	.43439716312056737588	0	0	0	.13900862068965517241	.20181818181818181818	0	.30355220667384284176	.35217391304347826086	.19924812030075187969	0	0
fParRan2_r_k7	.13816343723673125526	0	.06442769019876627827	.14087117701575532900	0	0	0	.04834731129748396645	.02754820936639118457	.02567567567567567567	.01327742837176799440	0	0	0	0	0	.06124464932499176819	0	0	.01245085190039318479	.06791171477079796264	.06802721088435374149	0	0	0	0	0	0	0	0	.00739644970414201183	0	.23749281196089706728	.08324084350721420643	.16576576576576576576	.04382929642445213379	.20391061452513966480	.21527777777777777777	.24857954545454545454	.52473118279569892473	0	.21095890410958904109	1	.02749360613810741687	0	0	0	.13390313390313390313	0	0	.06315789473684210526	0	.03119868637110016420	0	.07317073170731707317	0	.14957780458383594692	0	0	.03246753246753246753	.10174880763116057233	.21348314606741573033	0	.57142857142857142857	.48883666274970622796	.37474949899799599198	0	0
fSebUmb1_r_k7	.12838874680306905370	.06395736175882744836	.09519533004041311180	.09474824038982133188	.07449344457687723480	.09147212958551691281	.07666480134303301622	.05259391771019677996	.05450450450450450450	.02519893899204244031	.10322874033651659845	.08595194085027726432	.08093994778067885117	.01878453038674033149	.01781472684085510688	.04643799472295514511	.03206307490144546649	.02436194895591647331	.06478290833907649896	.05318221447253705318	.08253500368459837877	.07522123893805309734	.02650429799426934097	.00880281690140845070	.00790678318768206408	.01140684410646387832	.03034901365705614567	.02751504729148753224	.02290889717634523175	.16651119402985074626	.06094182825484764542	.02825278810408921933	.12883925009972078181	.08747753145596165368	.02947845804988662131	.09908256880733944954	.08625336927223719676	.13541666666666666666	.07269021739130434782	.14487632508833922261	.07637835103692463328	.03542673107890499194	.02749360613810741687	1	.08991228070175438596	.01988454137267479153	0	.04081632653061224489	.00405131667792032410	.01621223286661753868	.09720605355064027939	.03630136986301369863	.10239651416122004357	0	.06804238706079196876	.03630136986301369863	.09580463368816530995	0	.06826434277414669571	.05780346820809248554	.02720114531138153185	.13639260675589547482	.01336005344021376085	.03934191702432045779	.09203211859172328597	.04262036306235201262	.01652892561983471074	.01652892561983471074
kPetMar1_r_k7	.03834510595358224016	0	.05621536025336500395	0	0	.02114537444933920704	0	0	0	0	.05587044534412955465	.02083333333333333333	.01760563380281690140	.04491725768321513002	.04861111111111111111	0	.00633579725448785638	0	.05749486652977412731	.01879699248120300751	0	0	0	0	0	0	0	0	.01752464403066812705	.15508474576271186440	0	0	0	.04113475177304964539	.07520891364902506963	.08792846497764530551	0	.04191616766467065868	.04724409448818897637	0	.01974333662388943731	0	0	.08991228070175438596	1	0	0	.02173913043478260869	0	0	.03448275862068965517	0	.13801452784503631961	0	.08082026537997587454	0	.17377567140600315955	0	0	.06666666666666666666	0	.08595041322314049586	0	0	0	0	.03269754768392370572	.03269754768392370572
mLemCat1_r_k7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.01988454137267479153	0	1	.22022838499184339314	0	0	.41438356164383561643	0	.66229985443959243085	0	.05840707964601769911	.02647058823529411764	.66229985443959243085	.03276699029126213592	0	.07781456953642384105	0	0	.00251256281407035175	.07458563535911602209	0	0	0	0	0
mLutLut1_r_k7	.02675916749256689791	0	0	0	0	0	0	.01460248783126014061	0	0	0	0	0	0	0	0	.00139909059111577474	0	0	0	0	0	0	.00422386483632523759	.00617707618393960192	0	0	0	0	0	.01204819277108433734	0	.02114029468289557975	0	0	0	.00743494423791821561	0	0	0	0	0	0	0	0	.22022838499184339314	1	0	.31962616822429906542	.34306569343065693430	0	.30350194552529182879	0	.32653061224489795918	.00472255017709563164	.30350194552529182879	.00614439324116743471	.10328638497652582159	.16473317865429234338	0	0	.00642054574638844301	.43375680580762250453	0	0	0	0	0
mLynCan4_r1_k7	.09515096065873741994	.00625978090766823161	0	.27715736040609137055	.04656862745098039215	.04446240905416329830	.04108108108108108108	.16347646145887221934	.01399116347569955817	0	.00972326103216155572	.01075268817204301075	.00746268656716417910	.04113924050632911392	.03892944038929440389	0	.01529051987767584097	0	0	.01396648044692737430	.04646464646464646464	.04655870445344129554	0	0	0	0	0	.01229508196721311475	.01182266009852216748	0	.06529209621993127147	.02898550724637681159	.15197568389057750759	.05824039653035935563	.04772234273318872017	.01811125485122897800	.16881028938906752411	.26493506493506493506	.10163934426229508196	.29545454545454545454	0	.29170829170829170829	.13390313390313390313	.04081632653061224489	.02173913043478260869	0	0	1	0	.00808080808080808080	.28738317757009345794	0	.01553398058252427184	0	.34908700322234156820	0	.28843537414965986394	0	0	0	.05233644859813084112	.10042432814710042432	0	.13059701492537313432	.15191545574636723910	.08888888888888888888	.01066098081023454157	.01066098081023454157
mLynCan4_r2_k7	.04347826086956521739	0	0	0	0	0	0	.04269547325102880658	0	0	0	0	0	0	0	0	.00067704807041299932	0	0	.00138600138600138600	.07707509881422924901	.07722772277227722772	0	0	0	0	0	0	0	0	.00843170320404721753	0	.03260869565217391304	.00244498777506112469	0	0	.00315955766192733017	0	.01127214170692431561	0	0	0	0	.00405131667792032410	0	0	.31962616822429906542	0	1	.01185770750988142292	0	0	0	.24845995893223819301	0	0	.00268096514745308310	.70633397312859884836	.23384030418250950570	0	0	0	.77089783281733746130	0	0	0	0	0
mMusErm1_r_k7	.02040816326530612244	0	0	.04357798165137614678	0	0	0	.01318681318681318681	0	0	.00326797385620915032	0	0	.04670658682634730538	.04654442877291960507	0	.00070671378091872791	0	0	.00151630022744503411	.00785340314136125654	.00787401574803149606	0	.00321715817694369973	.00560224089635854341	0	.02167369054786273329	.02812731310140636565	.03104212860310421286	0	0	0	.00652741514360313315	.05619596541786743515	0	0	.11001964636542239685	.08066971080669710806	.03822937625754527162	0	0	.04617117117117117117	0	.01621223286661753868	0	.41438356164383561643	.34306569343065693430	.00808080808080808080	.01185770750988142292	1	.02153432032301480484	.60000000000000000000	0	.25344352617079889807	.02078239608801955990	.60000000000000000000	.01607717041800643086	0	.06965174129353233830	0	0	0	.14750957854406130268	0	0	0	0	0
mMyoMyo1_r1_k7	.21103653989560029828	.01014656144306651634	.05765654060756354618	.21086780210867802108	.09210526315789473684	.09562289562289562289	.08695652173913043478	.04997707473635946813	.01556662515566625155	0	.02586750788643533123	.01870967741935483870	.03594771241830065359	.02759197324414715719	.02803738317757009345	0	.01754935756816045126	0	.01075268817204301075	.05833333333333333333	.05114401076716016150	.05121293800539083557	0	0	0	0	0	.02102803738317757009	.01108471892319873317	.05882352941176470588	.21084337349397590361	.09028727770177838577	.16376122556788166930	.09952606635071090047	.05359661495063469675	.00391772771792360430	.30574712643678160919	.24656188605108055009	.08857808857808857808	.11531365313653136531	.02787967718268525311	.32906325060048038430	.06315789473684210526	.09720605355064027939	.03448275862068965517	0	0	.28738317757009345794	0	.02153432032301480484	1	0	.00786369593709043250	0	.49787955894826123833	0	.43845371312309257375	0	0	0	.07918263090676883780	.28376963350785340314	0	.06377551020408163265	.12736318407960199004	.01990811638591117917	0	0
mMyoMyo1_r2_k7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.03630136986301369863	0	.66229985443959243085	.30350194552529182879	0	0	.60000000000000000000	0	1	0	0	.05428881650380021715	1.00000000000000000000	.06896551724137931034	0	.13663366336633663366	0	0	0	.08800000000000000000	0	0	0	0	0
mOrnAna1_r_k7	.04800000000000000000	.06043956043956043956	.05031446540880503144	.02466367713004484304	.03596127247579529737	.05157342657342657342	.04086538461538461538	0	0	0	.02170418006430868167	.01736972704714640198	.00519930675909878682	.00818713450292397660	.00823045267489711934	.00212765957446808510	.01052631578947368421	.01170351105331599479	.03427419354838709677	.05153099327856609410	.10945273631840796019	.05486284289276807980	0	0	0	0	0	.02990517870167760758	.01952277657266811279	.13456686291000841042	0	0	0	.09103641456582633053	.02717391304347826086	.10294117647058823529	0	0	.00967117988394584139	.00269179004037685060	.04500978473581213307	0	.03119868637110016420	.10239651416122004357	.13801452784503631961	0	0	.01553398058252427184	0	0	.00786369593709043250	0	1	0	.00954653937947494033	0	.02180685358255451713	0	0	.11188811188811188811	0	.03094462540716612377	0	0	0	0	.03723404255319148936	.03723404255319148936
mPhyDis1_r_k7	0	0	0	0	0	0	0	.01610216546363131593	0	0	.00829875518672199170	0	0	0	0	0	0	0	0	0	.03305785123966942148	.03314917127071823204	0	.00595882990249187432	.00851667849538679914	0	0	0	0	0	.05777777777777777777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.05840707964601769911	.32653061224489795918	0	.24845995893223819301	.25344352617079889807	0	0	0	1	0	0	0	.35185185185185185185	0	0	0	0	.23856858846918489065	0	0	0	0	0
mPipKuh1_r1_k7	.22175141242937853107	0	.07997630331753554502	.15214067278287461773	0	0	0	.11303191489361702127	.04283164782867340868	.02579979360165118679	.01807228915662650602	.01969230769230769230	0	.04642014162077104642	.04628820960698689956	0	.02633190447030006123	.00675105485232067510	0	.02735042735042735042	.04156479217603911980	.04161566707466340269	0	0	0	0	0	0	0	.00809968847352024922	.09723756906077348066	.05334987593052109181	.29522357723577235772	.20000000000000000000	.03571428571428571428	.01642335766423357664	.26031746031746031746	.24519670631290027447	.07181136120042872454	.09232096635030198446	.01460361613351877607	.28247734138972809667	.07317073170731707317	.06804238706079196876	.08082026537997587454	.02647058823529411764	.00472255017709563164	.34908700322234156820	0	.02078239608801955990	.49787955894826123833	.05428881650380021715	.00954653937947494033	0	1	.05428881650380021715	.66446124763705103969	0	0	.02130177514792899408	.03846153846153846153	.19029126213592233009	0	.12572759022118742724	.16944444444444444444	.05357142857142857142	0	0
mPipKuh1_r2_k7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.03630136986301369863	0	.66229985443959243085	.30350194552529182879	0	0	.60000000000000000000	0	1.00000000000000000000	0	0	.05428881650380021715	1	.06896551724137931034	0	.13663366336633663366	0	0	0	.08800000000000000000	0	0	0	0	0
mPipPip1_r1_k7	.19590163934426229508	.02088772845953002610	.08378016085790884718	.21133093525179856115	.01696712619300106044	.02712609970674486803	.01520912547528517110	.09805825242718446601	.03434343434343434343	0	.02390710382513661202	.00979706088173547935	0	.05767441860465116279	.05900948366701791359	0	.01368078175895765472	.00606673407482305358	.00558659217877094972	.01796023091725465041	.06109324758842443729	.06119162640901771336	0	0	0	0	0	.00439974858579509742	.00612959719789842381	.04258339247693399574	.13258110014104372355	.04590163934426229508	.34762979683972911963	.16488222698072805139	.07142857142857142857	.03666666666666666666	.29906542056074766355	.30211817168338907469	.12075983717774762550	.15784008307372793354	.02898550724637681159	.43439716312056737588	.14957780458383594692	.09580463368816530995	.17377567140600315955	.03276699029126213592	.00614439324116743471	.28843537414965986394	.00268096514745308310	.01607717041800643086	.43845371312309257375	.06896551724137931034	.02180685358255451713	0	.66446124763705103969	.06896551724137931034	1	0	0	.06317411402157164869	.08459214501510574018	.17625899280575539568	0	.23529411764705882352	.26696832579185520361	.09586466165413533834	0	0
mPipPip1_r2_k7	.03618090452261306532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.09319899244332493702	.09343434343434343434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.10328638497652582159	0	.70633397312859884836	0	0	0	0	.35185185185185185185	0	0	0	1	0	0	0	0	.25698324022346368715	0	0	0	0	0
mRhiFer1_r1_k7	.02100000000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.03789473684210526315	0	0	0	0	0	0	0	0	0	0	0	0	0	.04498977505112474437	0	0	0	0	0	0	0	0	0	0	0	0	.06826434277414669571	0	.07781456953642384105	.16473317865429234338	0	.23384030418250950570	.06965174129353233830	0	.13663366336633663366	0	0	0	.13663366336633663366	0	0	1	0	0	0	.34501845018450184501	0	0	0	0	0
mTamTet1_r_k7	.05660377358490566037	.02169981916817359855	.03831118060985144644	0	.02054794520547945205	.02172024326672458731	.02145411203814064362	0	0	.01071428571428571428	.05755395683453237410	.04769736842105263157	.05821917808219178082	.02552204176334106728	.02445652173913043478	.07497360084477296726	.01295064753237661883	.00773195876288659793	.03777335984095427435	.01263001485884101040	.01466992665036674816	.00980392156862745098	.07589285714285714285	.02431289640591966173	.02336769759450171821	.06267029972752043596	.05094786729857819905	.00435413642960812772	.00968783638320775026	.11204013377926421404	.02016129032258064516	0	.01796023091725465041	.04160887656033287101	.14666666666666666666	.06695778748180494905	.01119402985074626865	0	.05152671755725190839	0	.03109815354713313896	0	.03246753246753246753	.05780346820809248554	.06666666666666666666	0	0	0	0	0	0	0	.11188811188811188811	0	.02130177514792899408	0	.06317411402157164869	0	0	1	0	.04669887278582930756	0	.00666666666666666666	.02533532041728763040	0	.07310704960835509138	.07310704960835509138
mTriVul1_r1_k7	.05686274509803921568	0	0	.03837719298245614035	.20995962314939434724	.18814432989690721649	.20539906103286384976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.01312335958005249343	.01294277929155313351	0	0	0	0	0	0	.07317073170731707317	.16857506361323155216	0	.48195876288659793814	0	.15300546448087431693	0	.15083798882681564245	.10222804718217562254	.03646833013435700575	.13900862068965517241	.10174880763116057233	.02720114531138153185	0	0	0	.05233644859813084112	0	0	.07918263090676883780	0	0	0	.03846153846153846153	0	.08459214501510574018	0	0	0	1	.11671924290220820189	0	.16198704103671706263	.22076023391812865497	.11144578313253012048	0	0
mTriVul1_r2_k7	.13422818791946308724	.00542005420054200542	.06284153005464480874	.14852398523985239852	.15519125683060109289	.18488023952095808383	.16699218750000000000	.06988188976377952755	.06039807824296499656	0	.14066852367688022284	.11991434689507494646	.03641092327698309492	.04011461318051575931	.03800217155266015200	0	.04635108481262327416	.00728407908428720083	.01162790697674418604	.05290659699542782495	.03198653198653198653	.03204047217537942664	0	0	0	.02173913043478260869	0	.02367242482405630198	.02244165170556552962	.04923968139029688631	.18061674008810572687	.06013745704467353951	.25630733944954128440	.14128035320088300220	.15892857142857142857	.07798165137614678899	.28155339805825242718	.19102416570771001150	.14809590973201692524	.69625668449197860962	.05354200988467874794	.20181818181818181818	.21348314606741573033	.13639260675589547482	.08595041322314049586	.00251256281407035175	.00642054574638844301	.10042432814710042432	0	0	.28376963350785340314	0	.03094462540716612377	0	.19029126213592233009	0	.17625899280575539568	0	0	.04669887278582930756	.11671924290220820189	1	0	.35275590551181102362	.51051401869158878504	.33531746031746031746	.01760563380281690140	.01760563380281690140
mZalCal1_r_k7	.03392857142857142857	0	0	0	0	0	0	.02551020408163265306	0	0	.00513196480938416422	0	0	0	0	0	.00067340067340067340	0	0	0	.06321839080459770114	.06333973128598848368	0	0	0	0	0	0	0	0	0	0	.03349282296650717703	0	0	0	0	0	0	0	0	0	0	.01336005344021376085	0	.07458563535911602209	.43375680580762250453	0	.77089783281733746130	.14750957854406130268	0	.08800000000000000000	0	.23856858846918489065	0	.08800000000000000000	0	.25698324022346368715	.34501845018450184501	0	0	0	1	0	0	0	0	0
rDerCor1_r_k7	.09794319294809010773	0	.04795050270688321732	.17524644030668127053	0	0	0	.04836109618484685652	.04976671850699844479	0	0	0	0	0	0	0	.00069662138627655869	0	0	0	.21040189125295508274	.21090047393364928909	0	0	0	0	0	0	0	0	0	0	.34265734265734265734	.00272108843537414965	.19023136246786632390	.06419400855920114122	.20909090909090909090	.16618911174785100286	.38661710037174721189	.71204188481675392670	0	.30355220667384284176	.57142857142857142857	.03934191702432045779	0	0	0	.13059701492537313432	0	0	.06377551020408163265	0	0	0	.12572759022118742724	0	.23529411764705882352	0	0	.00666666666666666666	.16198704103671706263	.35275590551181102362	0	1	.79124087591240875912	.85285285285285285285	0	0
